01000000000000ALABAMA                                                                                            01          485897916             093013
01503900100000FLORENCE CITY SCHOOL DISTRICT                                   Lauderdale                         01077                   426110  03093013
01503900200000LAUDERDALE COUNTY SCHOOL DISTRICT                               Lauderdale                         01077                   888510  03093013
01504000100000LAWRENCE COUNTY SCHOOL DISTRICT                                 Lawrence                           01079                   520710  03093013
01504100100000LEE COUNTY SCHOOL DISTRICT                                      Lee                                01081                   981510  03093013
01504100200000OPELIKA CITY SCHOOLS                                            Lee                                01081                   422110  03093013
01504170100000AUBURN CITY SCHOOL DISTRICT                                     Lee                                01081                   674310  03093013
01504200100000ATHENS CITY SCHOOL DISTRICT                                     Limestone                          01083                   316810  03093013
01504200200000LIMESTONE COUNTY SCHOOL DISTRICT                                Limestone                          01083                   885210  03093013
01504300100000LOWNDES COUNTY SCHOOL DISTRICT                                  Lowndes                            01085                   185310  03093013
01504400100000MACON COUNTY SCHOOL DISTRICT                                    Macon                              01087                   263110  03093013
01504500100000HUNTSVILLE CITY SCHOOL DISTRICT                                 Madison                            01089                  2337710  03093013
01504500200000MADISON COUNTY SCHOOL DISTRICT                                  Madison                            01089                  2014910  03093013
01504530100000MADISON CITY SCHOOL DISTRICT                                    Madison                            01089                   866710  03093013
